_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
569,A1388144,SHARRON,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-07-20,8 WEEKS,2025-07-09,NURSING,STRAY,OTC,,,,,,LINCOLN AVE,SAN JOSE,2025-08-27
570,A1388145,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-07-02,1 WEEKS,2025-07-09,MED SEV,STRAY,OTC,,2025-07-09,EUTH,,NURSING,LINCOLN AVE,SAN JOSE,2025-07-09
571,A1388146,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-06,1 WEEKS,2025-07-09,MED SEV,STRAY,OTC,,2025-07-15,EUTH,,MED SEV,LINCOLN AVE,SAN JOSE,2025-07-15
572,A1388147,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-06,1 WEEKS,2025-07-09,MED SEV,STRAY,OTC,,2025-07-13,EUTH,,MED SEV,LINCOLN AVE,SAN JOSE,2025-07-13
573,A1388148,,CAT,TAN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,HELMSLEY DR/SUMMERDALE DR,SAN JOSE,2025-07-09
574,A1388149,,OTHER,BLACK,GRAY,RABBIT LH,FEMALE,2025-03-09,6 MONTHS,2025-07-09,MED R,STRAY,OTC,,2025-07-09,RESCUE,,MED R,BERRYESSA X VINCI PARK,SAN JOSE,2025-07-09
575,A1388159,,CAT,TORBI-BRN,WHITE,DOMESTIC SH,FEMALE,2025-06-03,6 WEEKS,2025-07-09,MED SEV,STRAY,OTC,,2025-07-10,EUTH,,MED SEV,COYOTE RD X SCARLETT WAY,SAN JOSE,2025-07-14
576,A1388160,,CAT,CALICO-TRI,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,OTC,,2025-07-09,DISPOSAL,,DEAD,COYOTE RD X SCARLETT WAY,SAN JOSE,2025-07-09
577,A1388161,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,OTC,,2025-07-09,DISPOSAL,,DEAD,COYOTE RD X SCARLETT WAY,SAN JOSE,2025-07-09
578,A1388162,,DOG,WHITE,BLACK,SHIH TZU,MALE,2021-07-09,4 YEARS,2025-07-09,HEALTHY,STRAY,OTC,,2025-07-14,RESCUE,,HEALTHY,CASABELLA CT/RUE MIRASSOU,SAN JOSE,2025-07-14
579,A1388164,TITI,DOG,TAN,,NORFOLK TERRIER,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,,CAMPBELL,2025-08-18
580,A1388165,DELTA,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2024-07-09,1 YEAR 2 MONTHS,2025-07-09,HEALTHY,STRAY,FIELD,,,,,,THE WOODS DR / SNELL AVE,SAN JOSE,2025-08-30
581,A1388166,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,MATTERHORN DR/LUGANO WAY,SAN JOSE,2025-07-09
582,A1388169,,OTHER,BROWN,,BAT,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,2900 BLOCK COHANSEY DR,SAN JOSE,2025-07-09
583,A1388173,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,1800 BLOCK BETHANY AVE,SAN JOSE,2025-07-09
584,A1388175,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,OHLONE DR/N CAPITOL AVE,SAN JOSE,2025-07-09
585,A1388177,,OTHER,BROWN,,RACCOON,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,LEAN / CALERO,SAN JOSE,2025-07-09
586,A1388178,,OTHER,BROWN,,COYOTE,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,WHITE RD/TULLY RD,SAN JOSE,2025-07-09
587,A1388180,,DOG,BROWN,WHITE,CHIHUAHUA SH,FEMALE,2010-07-09,15 YEARS,2025-07-09,MED SEV,STRAY,OTC,,2025-07-16,RESCUE,,MED R,LANDESS AVE/S PARK VICTORIA,MILPITAS,2025-08-13
588,A1388181,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,TULLY RD/WHITE RD,SAN JOSE,2025-07-09
589,A1388182,,CAT,GRAY,,DOMESTIC SH,SPAYED,2025-05-01,4 MONTHS,2025-07-09,MED R,STRAY,OTC,,2025-07-17,ADOPTION,,MED R,N GADSDEN DR/ADAMS AVE,MILPITAS,2025-07-17
590,A1388183,GRACIE,DOG,BLACK,WHITE,MANCHESTER TERR,SPAYED,2025-03-20,6 MONTHS,2025-07-09,HEALTHY,STRAY,OTC,,,,,,,SAN JOSE,2025-08-25
591,A1388185,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,NUESTRA CASTILLO CT X S CAPITOL AVE,SAN JOSE,2025-07-09
592,A1388190,,CAT,PT-FLAME,,DOMESTIC MH,UNKNOWN,,NO AGE,2025-07-09,DEAD,DISPO REQ,FIELD,,2025-07-09,DISPOSAL,,DEAD,JACKLIN DR/ ESQUELA PARKWAY,SAN JOSE,2025-07-09
593,A1388191,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2020-07-15,5 YEARS,2025-07-10,MED R,STRAY,FIELD,,2025-07-21,RTF,,BEH M,BREEZYGLEN CT/RIDGEGLEN WAY,SAN JOSE,2025-07-21
594,A1388192,ASHLEY,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2023-07-10,2 YEARS,2025-07-10,MED R,STRAY,FIELD,,2025-07-10,RTF,,MED R,CELESTE CIR/FRANCO CT,CUPERTINO,2025-07-10
595,A1388192,ASHLEY,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2023-07-10,2 YEARS,2025-07-15,MED R,STRAY,MEDVET,,2025-08-12,ADOPTION,,MED R,,CUPERTINO,2025-08-12
596,A1388197,,CAT,GRAY,,DOMESTIC SH,MALE,2025-06-10,14 WEEKS,2025-07-10,MED R,STRAY,OTC,,2025-07-13,RESCUE,,MED R,STEWART AVE/ALUM ROCK AVE,SAN JOSE,2025-07-13
597,A1388201,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,OTC,,2025-07-10,DISPOSAL,,DEAD,CANDIA X MCLAUGHLIN,SAN JOSE,2025-07-10
598,A1388203,,CAT,TABBY-BUFF,,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-10,MED R,S/N CLINIC,,,2025-07-10,RTF,,FERAL,,SAN JOSE,2025-07-10
599,A1388207,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-07-10,MED SEV,STRAY,FIELD,,2025-07-10,EUTH,,MED SEV,NEWBERRY DR/HILLSDALE AVE,SAN JOSE,2025-07-10
600,A1388210,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,,NO AGE,2025-07-10,MED SEV,STRAY,OTC,,2025-07-10,EUTH,,MED SEV,S 22ND ST/E SAN FERNANDO ST,SAN JOSE,2025-07-10
601,A1388213,TORA,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-05-10,4 MONTHS,2025-07-10,MED R,STRAY,OTC,,2025-08-25,ADOPTION,,HEALTHY,WALLY PL WAY & COLT WAY,SAN JOSE,2025-08-25
602,A1388214,FAMOUS AMOS,CAT,GRAY,,DOMESTIC SH,NEUTERED,2025-05-10,4 MONTHS,2025-07-10,MED R,STRAY,OTC,,2025-08-21,ADOPTION,,HEALTHY,WALLY PL WAY & COLT WAY,SAN JOSE,2025-09-16
603,A1388215,CHIPS AHOY,CAT,BLACK,,DOMESTIC SH,NEUTERED,2025-05-10,4 MONTHS,2025-07-10,MED R,STRAY,OTC,,2025-08-31,ADOPTION,,HEALTHY,WALLY PL WAY & COLT WAY,SAN JOSE,2025-08-31
604,A1388216,,CAT,CALICO-TRI,,DOMESTIC MH,FEMALE,2017-07-10,8 YEARS,2025-07-10,MED SEV,STRAY,OTC,,2025-07-10,EUTH,,MED SEV,GREENLEE DR/BOYNTON AVE,SAN JOSE,2025-07-10
605,A1388217,,DOG,TAN,WHITE,SHIH TZU,FEMALE,2023-07-10,2 YEARS,2025-07-10,HEALTHY,STRAY,OTC,,2025-07-14,RESCUE,,HEALTHY,STAUFFER X MONTEREY RD,SAN JOSE,2025-07-14
606,A1388218,,CAT,WHITE,GRAY,DOMESTIC SH,MALE,2025-05-23,7 WEEKS,2025-07-10,MED SEV,STRAY,OTC,,2025-07-10,EUTH,,MED SEV,EVERMONT CT,SAN JOSE,2025-07-10
607,A1388220,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-07-10,PREGNANT,STRAY,OTC,,2025-07-12,RTF,,FERAL,NARVAEZ AVE/BRIDGET DR,SAN JOSE,2025-08-13
608,A1388225,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2022-01-10,3 YEARS,2025-07-10,DEAD,DISPO REQ,OTC,,2025-07-10,DISPOSAL,,DEAD,DELMAS AVE,SAN JOSE,2025-07-10
609,A1388226,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-06-16,13 WEEKS,2025-07-10,NURSING,STRAY,OTC,,2025-07-12,RESCUE,,NURSING,STAGHORN X STALLION,SAN JOSE,2025-07-12
610,A1388233,STITCH,DOG,WHITE,BLACK,BORDER COLLIE,FEMALE,2025-04-24,5 MONTHS,2025-07-10,MED SEV,OWNER SUR,OTC,,2025-07-17,TRANSFER,,HEALTHY,,SAN JOSE,2025-07-17
611,A1388237,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,FIELD,,2025-07-10,DISPOSAL,,DEAD,OPHELIA AVE/CHOPIN AVE,SAN JOSE,2025-07-10
612,A1388238,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,FIELD,,2025-07-10,DISPOSAL,,DEAD,RIGOLETTO/PUCCINI,SAN JOSE,2025-07-10
613,A1388239,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,FIELD,,2025-07-10,DISPOSAL,,DEAD,LITTLEWORTH WAY/PINOT GRIS WAY,SAN JOSE,2025-07-10
614,A1388240,GIDGET,DOG,BROWN,,CHIHUAHUA SH,NEUTERED,2023-07-13,2 YEARS,2025-07-10,MED R,STRAY,OTC,IP ADOPT,2025-07-20,ADOPTION,,MED R,E TAYLOR ST/10TH ST,SAN JOSE,2025-07-20
615,A1388242,,OTHER,BLACK,,SQUIRREL,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,FIELD,,2025-07-10,DISPOSAL,,DEAD,SAN FELIPE RD/MIDHURST WAY,SAN JOSE,2025-07-10
616,A1388243,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,FIELD,,2025-07-10,DISPOSAL,,DEAD,YERBA BUENA RD/DEANS PLACE WAY,SAN JOSE,2025-07-10
617,A1388245,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,OTC,,2025-07-10,DISPOSAL,,DEAD,ELLEN AVE,SAN JOSE,2025-07-10
618,A1388246,,OTHER,BROWN,,JACK,UNKNOWN,,NO AGE,2025-07-10,DEAD,DISPO REQ,FIELD,,2025-07-10,DISPOSAL,,DEAD,YERBA BUENA RD/HWY 101 N RAMP,SAN JOSE,2025-07-10
619,A1388247,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-05-15,4 MONTHS,2025-07-10,BEH R,STRAY,OTC,,2025-07-17,ADOPTION,,BEH R,MONTEREY RD,SAN JOSE,2025-07-17
620,A1388249,,DOG,BRINDLE-BN,,FRENCH BULLDOG,MALE,2022-07-10,3 YEARS,2025-07-10,DEAD,DISPO REQ,OTC,,2025-07-10,DISPOSAL,,DEAD,,,2025-07-10
621,A1388251,ROMEO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2025-05-10,4 MONTHS,2025-07-11,MED R,STRAY,FIELD,,2025-07-26,ADOPTION,,MED R,CARASTON WAY/ QUIMBY RD,SAN JOSE,2025-07-26
622,A1388252,RUBY,DOG,BLACK,GRAY,WH PT GRIFFON,FEMALE,2022-07-16,3 YEARS,2025-07-11,BEH U,CONFISCATE,ASO,,2025-07-22,RTO,,HEALTHY,,SAN JOSE,2025-08-14
623,A1388253,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-07-11,MED R,WILDLIFE,FIELD,,2025-07-11,TRANSFER,,MED R,3000 BLOCK BLUEWATER CT,SAN JOSE,2025-07-11
624,A1388255,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-07-11,MED EMERG,WILDLIFE,FIELD,,2025-07-11,EUTH,,MED SEV,5300 BLOCK AVENIDA ALMENDROS,SAN JOSE,2025-07-22
625,A1388256,,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-07-10,1 YEAR 2 MONTHS,2025-07-11,PREGNANT,S/N CLINIC,STRAY,,2025-07-13,RTF,,BEH M,,,2025-07-13
626,A1388258,SYLVESTER,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2023-07-11,2 YEARS,2025-07-11,MED R,STRAY,FIELD,,2025-07-19,RTF,,FERAL,CLARA FILICE WAY/ CASSAT WAY,SAN JOSE,2025-07-19
627,A1388260,,CAT,PT-LYNX,,SIAMESE,SPAYED,2024-07-10,1 YEAR 2 MONTHS,2025-07-11,PREGNANT,S/N CLINIC,STRAY,,2025-07-13,RTF,,BEH M,,,2025-07-13
628,A1388261,LEAH,DOG,BLACK,,PIT BULL,FEMALE,2025-05-18,4 MONTHS,2025-07-11,MED R,STRAY,FIELD,,2025-07-17,TRANSFER,,MED R,MOORPARK AVE/ LEIGH AVE,SAN JOSE,2025-07-17
629,A1388263,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2025-03-11,6 MONTHS,2025-07-11,MED R,STRAY,OTC,,2025-07-13,RESCUE,,MED R,IVY MILLS LN/PHELAN AVE,SAN JOSE,2025-07-13
630,A1388267,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-11,MED SEV,STRAY,OTC,,2025-07-11,DIED,,MED SEV,MCGINESS AVE/ STORY RD,SAN JOSE,2025-07-11
631,A1388270,NINO,DOG,BLACK,,CHIHUAHUA SH,MALE,2020-03-25,5 YEARS,2025-07-11,HEALTHY,STRAY,OTC,,2025-07-11,RTO,,HEALTHY,MCKEE RD/W. CAPITOL AVE,SAN JOSE,2025-07-11
632,A1388273,MAYA,DOG,BLACK,TAN,BELG MALINOIS,SPAYED,2024-01-22,1 YEAR 8 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,2025-07-19,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-07-19
633,A1388274,BONNIE,DOG,TAN,BLACK,BELG MALINOIS,SPAYED,2025-04-25,5 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,2025-08-02,RESCUE,,HEALTHY,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-02
634,A1388275,,DOG,BLACK,,PIT BULL,NEUTERED,2025-05-01,4 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,2025-07-20,ADOPTION,,HEALTHY,SENTER RD/STORY,SAN JOSE,2025-07-20
635,A1388280,HARRY STYLES,OTHER,WHITE,,ANGORA-ENGLISH,MALE,2025-03-11,6 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,,,,,PLAZA INVIERNO/RAHWAY DR,SAN JOSE,2025-08-12
636,A1388285,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,MILLBROOK DR/REMINGTON WAY,SAN JOSE,2025-07-11
637,A1388287,ELMWOOD,CAT,BLACK,BROWN,DOMESTIC SH,NEUTERED,2025-06-05,15 WEEKS,2025-07-11,MED R,STRAY,OTC,,2025-07-30,ADOPTION,,MED R,GLACIER DR,MILPITAS,2025-07-30
638,A1388288,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2025-06-11,4 WEEKS,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,NORWOOD AVE/BRIGHTWOOD DR,SAN JOSE,2025-07-11
639,A1388289,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-14,DISPOSAL,,DEAD,CAMINO ROBLES,SAN JOSE,2025-07-14
640,A1388290,TUNA,DOG,GRAY,,SCHNAUZER MIN,MALE,2024-07-11,1 YEAR 2 MONTHS,2025-07-11,MED R,STRAY,OTC,,2025-07-12,RTO,,MED R,200 BLOCK HWY / MCLAUGHLIN EXIT,SAN JOSE,2025-07-12
641,A1388292,,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2025-03-11,6 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,2025-07-17,TRANSFER,,HEALTHY,SENTER RD,SAN JOSE,2025-07-17
642,A1388293,COCO,DOG,BLACK,,DACHSHUND WH,FEMALE,2013-04-24,12 YEARS,2025-07-11,DEAD,DISPO REQ,OTC OWNED,,2025-07-11,DISPOSAL,,DEAD,,SAN JOSE,2025-07-11
643,A1388296,BANDIT,OTHER,WHITE,GRAY,RABBIT LH,NEUTERED,2025-03-11,6 MONTHS,2025-07-11,HEALTHY,OWNER SUR,OTC,,,,,,,SAN JOSE,2025-09-07
644,A1388297,,DOG,GRAY,WHITE,BULLDOG,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,SENTER RD/PHELAN AVE,SAN JOSE,2025-07-11
645,A1388299,,DOG,BLACK,BROWN,GERM SHEPHERD,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,OTC,,2025-07-11,DISPOSAL,,DEAD,MERIDIAN AVE,SAN JOSE,2025-07-11
646,A1388300,,CAT,WHITE,BLACK,DOMESTIC SH,UNKNOWN,2022-07-11,3 YEARS,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,SCOTTY ST/ FLORIDA AVE,SAN JOSE,2025-07-11
647,A1388304,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,CUNNINGHAM AVE/CUNNIGHAM CT,SAN JOSE,2025-07-11
648,A1388310,,OTHER,BROWN,,SQUIRREL,UNKNOWN,2005-07-11,20 YEARS,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,SNELL AVE/ TRUCKEE LN,SAN JOSE,2025-07-11
649,A1388313,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,2025-07-11,0 DAYS,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,SNELL AVE/ SAYOKO CIR,SAN JOSE,2025-07-11
650,A1388315,NALA,DOG,BROWN,,FRENCH BULLDOG,SPAYED,2023-07-11,2 YEARS,2025-07-11,MED R,STRAY,OTC,,2025-08-04,ADOPTION,,HEALTHY,TULLY RD/FLINT AVE,SAN JOSE,2025-08-04
651,A1388316,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-07-11,1 YEAR 2 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,2025-07-19,RTF,,FERAL,SEVEN TREES BLVD,SAN JOSE,2025-07-19
652,A1388317,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-07-11,1 YEAR 2 MONTHS,2025-07-11,HEALTHY,STRAY,OTC,,2025-07-19,RTF,,FERAL,SEVEN TREES BLVD,SAN JOSE,2025-07-19
653,A1388318,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,OTC,,2025-07-11,DISPOSAL,,DEAD,2000 BLOCK GOLD ST,SAN JOSE,2025-08-13
654,A1388322,,CAT,GRAY,WHITE,DOMESTIC MH,UNKNOWN,2025-05-11,8 WEEKS,2025-07-11,MED SEV,STRAY,OTC,,2025-07-11,EUTH,,MED SEV,GRAVES AVE/SARATOGA AVE,SAN JOSE,2025-07-11
655,A1388323,,CAT,GRAY,,DOMESTIC SH,FEMALE,2025-06-11,14 WEEKS,2025-07-11,MED SEV,STRAY,OTC,,,,,,GRAVES AVE/SARATOGA AVE,SAN JOSE,2025-07-12
656,A1388324,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2025-06-11,14 WEEKS,2025-07-11,MED SEV,STRAY,OTC,,,,,,GRAVES AVE/SARATOGA AVE,SAN JOSE,2025-07-31
657,A1388325,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-07-11,DEAD,DISPO REQ,FIELD,,2025-07-11,DISPOSAL,,DEAD,18800 BLOCK AFTON AVE,SARATOGA,2025-07-11
658,A1388327,,OTHER,BLACK,,SKUNK,UNKNOWN,2025-07-12,0 DAYS,2025-07-12,DEAD,DISPO REQ,FIELD,,2025-07-12,DISPOSAL,,DEAD,200 BLOCK UMBARGER,SAN JOSE,2025-07-12
659,A1388331,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,2025-06-12,5 WEEKS,2025-07-12,MED SEV,STRAY,FIELD,,2025-07-13,EUTH,,MED SEV,PACIFIC AVE/LINCOLN AVE,SAN JOSE,2025-07-13
660,A1388336,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-07-09,10 WEEKS,2025-07-12,NURSING,STRAY,OTC,,2025-07-15,RESCUE,,NURSING,SUNNYCREST CIR/BIKINI AVE,SAN JOSE,2025-07-15
661,A1388337,,CAT,ORANGE,WHITE,DOMESTIC SH,MALE,2025-07-09,10 WEEKS,2025-07-12,NURSING,STRAY,OTC,,2025-07-15,RESCUE,,NURSING,SUNNYCREST CIR/BIKINI AVE,SAN JOSE,2025-07-15
662,A1388338,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2025-07-09,10 WEEKS,2025-07-12,NURSING,STRAY,OTC,,2025-07-15,RESCUE,,NURSING,SUNNYCREST CIR/BIKINI AVE,SAN JOSE,2025-07-15
663,A1388339,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-07-09,10 WEEKS,2025-07-12,NURSING,STRAY,OTC,,2025-07-15,RESCUE,,NURSING,SUNNYCREST CIR/BIKINI AVE,SAN JOSE,2025-07-15
664,A1388341,LUNA,DOG,WHITE,,MALTESE,SPAYED,2024-07-13,1 YEAR 2 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-22,RTO,,HEALTHY,ALVIN AVE/CENTER RIDGE DR,SAN JOSE,2025-07-22
665,A1388342,JOEY VO,DOG,WHITE,,MALTESE,MALE,2019-07-12,6 YEARS,2025-07-12,MED R,STRAY,OTC,,2025-07-13,RTO,,HEALTHY,CATALDI DR/MORRILL AVE`,SAN JOSE,2025-07-13
666,A1388349,SOPHIE,DOG,BLACK,,CHIHUAHUA LH,FEMALE,2018-07-12,7 YEARS,2025-07-12,MED R,STRAY,OTC,,2025-07-18,RTO,,MED R,FWY 101 // TULLY EXIT,SAN JOSE,2025-07-18
667,A1388350,,CAT,TABBY-ORG,,DOMESTIC MH,MALE,2025-01-20,6 MONTHS,2025-07-12,DEAD,DISPO REQ,OTC,,2025-07-12,DISPOSAL,,DEAD,N 17TH ST,SAN JOSE,2025-07-12
668,A1388355,,DOG,WHITE,,FOX TERR WIRE,MALE,2025-04-15,5 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-17,RESCUE,,HEALTHY,CAPITOL AVE/MCKEE RD,SAN JOSE,2025-07-17
669,A1388356,,DOG,BROWN,,FOX TERR WIRE,FEMALE,2025-04-15,5 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-17,RESCUE,,HEALTHY,CAPITOL AVE/MCKEE RD,SAN JOSE,2025-07-17
670,A1388357,,DOG,WHITE,,FOX TERR WIRE,FEMALE,2025-04-15,5 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-17,RESCUE,,HEALTHY,CAPITOL AVE/MCKEE RD,SAN JOSE,2025-07-17
671,A1388358,,DOG,WHITE,BLACK,FOX TERR WIRE,MALE,2025-04-15,5 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-17,RESCUE,,HEALTHY,CAPITOL AVE/MCKEE RD,SAN JOSE,2025-07-17
672,A1388359,,DOG,BRINDLE-BN,,FOX TERR WIRE,FEMALE,2025-04-15,5 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-17,RESCUE,,HEALTHY,CAPITOL AVE/MCKEE RD,SAN JOSE,2025-07-17
673,A1388360,,CAT,WHITE,BLACK,SIAMESE,SPAYED,,NO AGE,2025-07-12,PREGNANT,STRAY,OTC,,2025-07-16,RTF,,FERAL,SUMMERBROOK LN / SANTA TERESA BLVD,SAN JOSE,2025-07-19
674,A1388361,ROCKY,DOG,BLUE,,PIT BULL,NEUTERED,2025-05-09,4 MONTHS,2025-07-12,MED EMERG,STRAY,FIELD,,2025-08-31,ADOPTION,,HEALTHY,CURTNER LIGHT RAIL STATION,SAN JOSE,2025-09-16
675,A1388362,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2019-07-12,6 YEARS,2025-07-12,MED SEV,STRAY,OTC,,2025-07-14,EUTH,,MED SEV,E SANTA CLARA/N 13TH ST,SAN JOSE,2025-07-16
676,A1388371,,DOG,WHITE,,CAIRN TERRIER,FEMALE,2025-03-25,6 MONTHS,2025-07-12,HEALTHY,STRAY,OTC,,2025-07-17,RESCUE,,HEALTHY,ALUM ROCK AVE/ WHITE RD,,2025-07-17
677,A1388372,ESE,CAT,TABBY-BRN,WHITE,DOMESTIC LH,NEUTERED,2025-06-05,15 WEEKS,2025-07-12,MED R,STRAY,OTC,,2025-09-09,ADOPTION,,MED R,FALLWOOD LN/CAPEWOOD LN,SAN JOSE,2025-09-09
678,A1388374,MYLO,DOG,BLACK,,CAIRN TERRIER,NEUTERED,2025-03-25,6 MONTHS,2025-07-25,HEALTHY,RETURN,OTC,,2025-07-25,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-25
679,A1388376,CHLOE,CAT,TABBY-BRN,,DOMESTIC LH,FEMALE,2021-07-12,4 YEARS,2025-07-12,HEALTHY,STRAY,FOUND,,2025-08-15,FOUND ANIM,,HEALTHY,MT RAINIER DR/MT BLAC WAY,SAN JOSE,2025-08-25
